customerID,Name,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Age,Under 30,Married,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Streaming Music,Premium Tech Support,Unlimited Data,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
8707-HOEDG,Ishika Kumale,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cash,3306,230694,No,26,Yes,Yes,165.3,85,Yes,Yes,No,0,4500,11571,246765
4072-IPYLT,Suntali Shrestha,Female,0,Yes,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1531.5,54450,No,32,No,Yes,591.9,19,No,No,Yes,0,0,21308.4,75758.4
7167-PCEYD,Dharma Gurung,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,eSewa,594,39339,No,31,No,No,141.6,0,No,No,No,0,0,9487.2,48826.2
4936-YPJNK,Debika Nepali,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,eSewa,597,5983.5,No,56,No,No,715.2,0,No,No,No,0,0,7152,13135.5
1580-BMCMR,Agni Mishra,Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Cash,2619,49119,No,66,No,No,894,16,Yes,No,Yes,0,0,16986,66105
4817-KEQSP,Khusbhu Rakhal,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,595.5,39790.5,No,43,No,Yes,505.2,0,No,No,No,0,0,35869.2,75659.7
6408-WHTEF,Vaibhav Phuyal,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,eSewa,2682,191296.5,No,45,No,Yes,82.5,19,Yes,Yes,Yes,0,0,5940,197236.5
9251-AWQGT,Bhakti Khadka,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,eSewa,600,28077,No,19,Yes,Yes,293.1,0,No,No,No,0,0,14068.8,42145.8
8749-CLJXC,Tanuj Khatri,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,601.5,601.5,No,56,No,No,405.3,0,No,No,No,0,0,405.3,1006.8
7989-VCQOH,Yubin Sapkota,Male,0,Yes,Yes,18,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Cash,2497.5,48334.5,No,29,Yes,Yes,308.7,59,Yes,Yes,Yes,0,0,5556.6,53891.1
4199-QHJNM,Tribhuwan Pandey,Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mobile Banking,3087,209691,No,72,No,Yes,1460.4,17,Yes,Yes,Yes,0,0,97846.8,307537.8
8882-TLVRW,Punya Yonzon,Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,eSewa,1173,83385,No,52,No,Yes,0,11,No,Yes,Yes,0,0,0,83385
5135-GRQJV,Binay Thapa Magar,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,eSewa,3435,249958.5,No,75,No,Yes,168,19,Yes,Yes,Yes,0,0,12096,262054.5
2384-OVPSA,Laxmi Rajbanshi,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,eSewa,606,22077,No,65,No,No,122.7,0,No,No,No,0,0,4662.6,26739.6
1371-WEPDS,Janak Magar,Male,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Cash,1674,68499,No,71,No,Yes,856.8,18,Yes,No,No,0,1500,34272,104271
3580-GICBM,Priya Karn,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,eSewa,726,43356,No,56,No,Yes,1045.2,0,No,No,No,0,0,63757.2,107113.2
9730-DRTMJ,Lalit Sharma,Male,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),2184,69991.5,No,26,Yes,Yes,462.3,46,No,Yes,Yes,0,0,14793.6,84785.1
4686-UXDML,Niti Nepali,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2995.5,59776.5,No,24,Yes,No,745.8,48,Yes,No,Yes,0,0,15661.8,75438.3
3349-ANQNH,Siddhi Pyakurel,Female,1,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Cash,2985,176700,No,70,No,No,728.1,9,Yes,No,Yes,0,0,42957.9,219657.9
0932-YIXYU,Champa Sherpa,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),607.5,30894,No,50,No,No,265.5,0,No,No,No,0,0,12478.5,43372.5
7480-SPLEF,Dhurvadurgesh Yonzon,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mobile Banking,780,53896.5,No,63,No,Yes,348,0,No,No,No,0,0,24012,77908.5
7636-XUHWW,Milan Thapa,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),597,1011,No,56,No,No,114.6,0,No,No,No,0,0,229.2,1240.2
1431-CYWMH,Prena Thakuri,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mobile Banking,571.5,13621.5,No,35,No,Yes,1393.5,0,No,No,No,0,0,30657,44278.5
5937-EORGB,Chandra Parajuli,Male,1,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2895,41767.5,No,79,No,Yes,684.9,26,No,No,Yes,0,0,10273.5,52041
6349-JDHQP,Mandira Pokhrel,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),595.5,31488,No,62,No,No,564.3,0,No,No,No,0,0,29907.9,61395.9
5539-HIVAK,Kalpana Oli,Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,771,22038,No,79,No,Yes,767.1,0,No,No,No,0,0,21478.8,43516.8
5847-MXBEO,Tyag Koirala,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,eSewa,609,14253,No,42,No,No,310.8,0,No,No,No,0,0,6837.6,21090.6
4583-PARNH,Sanjay Kunwar,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Cash,2746.5,46201.5,No,66,No,Yes,463.2,20,Yes,Yes,Yes,0,0,7411.2,53612.7
1116-FRYVH,Nidhi Maharjan,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,eSewa,1182,59359.5,No,29,Yes,Yes,0,52,No,Yes,No,0,3900,0,63259.5
1421-HCERK,Mukti Baral,Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mobile Banking,3171,95454,No,75,No,Yes,1004.4,22,No,Yes,Yes,0,0,30132,125586
9633-XQABV,Supriya Bhatta,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2107.5,6891,No,33,No,No,762,10,No,No,Yes,0,0,2286,9177
0716-BQNDX,Sajiv Rai,Male,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Cash,2812.5,168766.5,No,77,No,No,66.3,11,Yes,Yes,Yes,0,0,3779.1,172545.6
1183-CANVH,Usha Ojha,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Mobile Banking,1800,40414.5,No,55,No,Yes,41.7,18,No,Yes,Yes,0,0,959.1,41373.6
1972-XMUWV,Latika Basnet,Female,0,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),1794,114246,No,46,No,Yes,306.9,14,No,Yes,Yes,0,0,19948.5,134194.5
8679-LZBMD,Rabindra Pandey,Male,0,Yes,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mobile Banking,2719.5,119224.5,No,30,No,Yes,712.5,53,Yes,No,Yes,0,0,31350,150574.5
3407-JMJQQ,Safala Baral,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,3270,229854,No,22,Yes,Yes,55.2,69,Yes,No,No,0,4500,3919.2,238273.2
6252-DFGTK,Sohani Paneru,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),2043,74377.5,No,64,No,Yes,910.8,11,No,Yes,Yes,0,0,33699.6,108077.1
1539-LNKHM,Pallavi Pant,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,612,7998,No,53,No,No,696,0,No,No,No,0,0,8352,16350
8645-KOMJQ,Dashrath Bhandari,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,2458.5,168042,No,20,Yes,Yes,1474.8,48,Yes,Yes,Yes,0,0,101761.2,269803.2
0289-IVARM,Eshita Khadka,Female,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Cash,1816.5,59478,No,57,No,No,1344.3,20,No,No,Yes,0,0,47050.5,106528.5
9761-XUJWD,Kamlesh Samal,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mobile Banking,1968,10197,No,22,Yes,No,258,59,Yes,Yes,Yes,0,0,1290,11487
4057-FKCZK,Sujan Pandey,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mobile Banking,2475,144841.5,No,40,No,Yes,897.9,24,No,No,Yes,0,0,52078.2,196919.7
4291-TPNFG,Rashil Paneru,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mobile Banking,2469,179416.5,No,56,No,Yes,878.7,30,Yes,Yes,No,0,4200,63266.4,246882.9
6087-YPWHO,Hira Satyal,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,eSewa,2044.5,144261,No,56,No,Yes,519.3,17,No,Yes,Yes,0,0,37389.6,181650.6
3090-QFUVD,Poonam Khas,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),609,609,No,48,No,No,122.7,0,No,No,No,0,0,122.7,731.7
1722-LDZJS,Lekh Pandey,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),606,32044.5,No,38,No,Yes,613.2,0,No,No,No,0,0,32499.6,64544.1
1818-ESQMW,Urmi Limbu,Female,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Cash,2676,71508,No,31,No,No,1188.6,2,Yes,Yes,Yes,0,0,32092.2,103600.2
7401-RUBNK,Salina Bastola,Female,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Cash,2244,43141.5,No,25,Yes,Yes,1298.7,41,No,No,Yes,0,0,23376.6,66518.1
0506-YLVKJ,Bidesh Sunwar,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,eSewa,606,27523.5,No,54,No,Yes,1377.6,0,No,No,No,0,0,63369.6,90893.1
8661-BOYNW,Mayuri Pandey,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2532,182893.5,No,38,No,Yes,157.5,28,Yes,Yes,Yes,0,0,11340,194233.5
4815-GBTCD,Priya Acharya,Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cash,754.5,2998.5,No,55,No,Yes,0,29,No,No,Yes,0,0,0,2998.5
2805-AUFQN,Janaki Khatri,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),594,14256,No,42,No,No,417.9,0,No,No,No,0,0,10447.5,24703.5
0980-PVMRC,Neelu Gartola,Female,0,Yes,Yes,40,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cash,1525.5,61096.5,No,27,Yes,Yes,0,52,Yes,No,Yes,0,0,0,61096.5
7233-DRTRF,Paresh Chhetri,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,3072,193321.5,No,47,No,Yes,532.5,15,Yes,No,Yes,0,0,33547.5,226869
3873-NFTGI,Ved Khadgi,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1665,23026.5,No,54,No,No,554.4,21,No,No,Yes,0,0,7761.6,30788.1
1162-ECVII,Gyan Rupakheti,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,3292.5,237975,No,66,No,Yes,562.2,14,Yes,Yes,No,0,4200,40478.4,282653.4
7048-GXDAY,Diwash Khatri,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cash,3192,121219.5,No,55,No,No,515.1,30,Yes,No,Yes,0,0,20088.9,141308.4
8571-ZCMCX,Ritu Adhikari,Female,0,Yes,Yes,47,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),1800,83059.5,No,37,No,Yes,0,25,Yes,No,Yes,0,0,0,83059.5
1169-WCVAK,Manil Pandey,Male,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2664,50170.5,No,42,No,Yes,1021.5,20,No,Yes,Yes,0,0,19408.5,69579
7129-CAKJW,Harkamaya Raut,Female,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mobile Banking,2401.5,40369.5,No,62,No,No,1348.8,29,No,No,Yes,0,0,22929.6,63299.1
8695-ARGXZ,Janak Dhami,Male,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2266.5,72762,No,66,No,Yes,62.1,16,No,No,Yes,0,0,2111.4,74873.4
3570-YUEKJ,Urmila Kc,Female,0,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Cash,1486.5,62338.5,No,40,No,No,261.3,23,No,No,Yes,0,0,10974.6,73313.1
1555-HAPSU,Monali Sharma,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),717,49905,No,25,Yes,Yes,882.3,0,No,No,No,0,0,62643.3,112548.3
1697-NVVGY,Bhavesh Siwakoti,Male,1,Yes,No,19,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mobile Banking,1992,38581.5,No,71,No,Yes,913.2,26,No,No,Yes,0,0,17350.8,55932.3
8464-EETCQ,Sandesh Moktan,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),564,32830.5,No,45,No,No,590.7,0,No,No,No,0,0,33669.9,66500.4
2419-FSORS,Amish Siwakoti,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cash,3252,231585,No,29,Yes,Yes,320.4,59,Yes,Yes,Yes,0,0,23068.8,254653.8
8132-YPVBX,Mahima Rijal,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,eSewa,2578.5,15438,No,28,Yes,No,1219.2,51,Yes,No,Yes,0,0,7315.2,22753.2
6754-LZUKA,Aarav Danwar,Male,0,Yes,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mobile Banking,2427,147975,No,29,Yes,Yes,699.3,51,Yes,No,Yes,0,0,42657.3,190632.3
8099-MZPUJ,Tejas Karki,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3354,163309.5,No,49,No,Yes,377.1,18,Yes,Yes,Yes,0,0,18100.8,181410.3
0787-LHDYT,Yash Shrestha,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),618,9907.5,No,36,No,No,1003.2,0,No,No,No,0,0,16051.2,25958.7
0374-IOEGQ,Parvati Karn,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cash,1338,3681,No,62,No,No,467.7,27,No,No,Yes,0,0,1403.1,5084.1
3197-NNYNB,Nihar Sigdel,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),3153,198955.5,No,47,No,No,832.5,30,Yes,No,Yes,0,0,54112.5,253068
3396-DKDEL,Mira Adhikari,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3454.5,247500,No,45,No,Yes,340.8,53,Yes,Yes,Yes,0,0,23856,271356
1752-OZXFY,Sandesh Kunwar,Male,0,Yes,No,60,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,eSewa,1794,106834.5,No,39,No,Yes,457.2,16,No,No,Yes,0,0,27432,134266.5
9066-QRSDU,Ambika Dhami,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Cash,789,52906.5,No,23,Yes,Yes,662.4,0,No,No,No,0,0,45705.6,98612.1
9112-WSNPU,Vidya Karn,Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cash,2116.5,72570,No,65,No,No,507.3,30,No,No,Yes,0,0,17755.5,90325.5
9867-NNXLC,Megha Mahat,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,eSewa,601.5,14106,No,43,No,No,1017.6,0,No,No,No,0,0,22387.2,36493.2
5321-NTRKC,Nischay Bastola,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mobile Banking,2395.5,157048.5,No,25,Yes,Yes,1050.3,59,Yes,No,Yes,0,0,69319.8,226368.3
3161-GETRM,Ananta Gajmer,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),2701.5,92910,No,61,No,Yes,601.5,57,Yes,No,Yes,0,0,20451,113361
0402-OAMEN,Vanita Bhatta,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,733.5,51273,No,36,No,Yes,616.8,0,No,No,No,0,0,44409.6,95682.6
6933-VLYFX,Satish Raut,Male,0,Yes,Yes,31,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Cash,1798.5,55464,No,64,No,Yes,0,25,Yes,Yes,Yes,0,0,0,55464
6754-WKSHP,Vivek Bhandari,Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mobile Banking,760.5,21699,No,61,No,No,128.1,0,No,No,No,0,0,3843,25542
4976-LNFVV,Ruben Limbu,Male,1,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1029,17314.5,No,65,No,Yes,0,14,No,No,Yes,0,0,0,17314.5
5055-MGMGF,Narayani Giri,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,3151.5,207448.5,No,35,No,Yes,1221.3,23,Yes,No,No,0,1800,79384.5,288633
4641-FROLU,Nilam Yonzon,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,eSewa,579,18087,No,49,No,Yes,348,0,No,No,No,0,0,10440,28527
2862-JVEOY,Ishan Chaturvedi,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,eSewa,574.5,3732,No,33,No,No,316.2,0,No,No,No,0,0,1897.2,5629.2
2969-QWUBZ,Harkamaya Yadav,Female,0,No,No,2,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Cash,1542,2904,No,53,No,No,0,21,Yes,No,Yes,0,0,0,2904
9822-BIIGN,Mangal Dulal,Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Cash,2155.5,114837,No,61,No,Yes,826.8,26,Yes,Yes,Yes,0,0,43820.4,158657.4
2077-MPJQO,Swapan Pandey,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cash,2262,15991.5,No,80,No,Yes,641.1,21,No,No,Yes,0,0,4487.7,20479.2
1534-OULXE,Sarita Pokhrel,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mobile Banking,1491,88842,No,34,No,Yes,1285.5,11,No,No,Yes,0,0,78415.5,167257.5
2971-SGAFL,Juhi Upadhyaya,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,2362.5,29860.5,No,34,No,No,1152,23,Yes,No,No,0,1500,14976,46336.5
1480-IVEVR,Rajiv Mishra,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mobile Banking,2448,84457.5,No,76,No,Yes,124.8,28,No,No,Yes,0,0,4368,88825.5
2905-KFQUV,Supriya Siwakoti,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2112,4644,No,61,No,Yes,224.7,14,No,No,Yes,0,0,449.4,5093.4
3370-HXOPH,Mankumari Deuba,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cash,2283,7728,No,50,No,No,430.5,17,No,No,Yes,0,0,1291.5,9019.5
9391-YZEJW,Anandita Saaru,Female,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mobile Banking,2820,172716,No,42,No,No,968.7,26,Yes,No,Yes,0,0,60059.4,232775.4
9958-MEKUC,Aanand Luitel,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),3118.5,225531,No,26,Yes,Yes,1377.9,30,Yes,Yes,Yes,0,0,99208.8,324739.8
0281-CNTZX,Nirmal Mahaseth,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mobile Banking,598.5,37044,No,56,No,Yes,1150.8,0,No,No,No,0,0,72500.4,109544.4
4118-CEVPF,Medhya Mali,Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mobile Banking,3324,115089,No,74,No,No,987.6,22,Yes,Yes,No,0,3300,34566,152955
9114-VEPUF,Jwala Pandit,Male,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Cash,2883,180043.5,No,19,Yes,Yes,915.3,41,Yes,No,Yes,0,0,56748.6,236792.1
7876-BEUTG,Vandita Lama,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,eSewa,1464,21603,No,34,No,No,796.2,18,No,No,Yes,0,0,11943,33546
2338-BQEZT,Manjulika Paneru,Female,0,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1516.5,84982.5,No,38,No,No,108.6,17,No,No,Yes,0,0,5973,90955.5
9873-MNDKV,Nilam Khas,Female,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,eSewa,1339.5,14167.5,No,59,No,No,874.8,3,No,No,Yes,0,0,9622.8,23790.3
8241-JUIQO,Kusha Sunwar,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mobile Banking,583.5,40090.5,No,24,Yes,No,777.3,0,No,No,No,0,0,47415.3,87505.8
2194-IIQOF,Vaishali Gharti,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),2679,191659.5,No,38,No,Yes,597,27,Yes,Yes,Yes,0,0,42387,234046.5
9631-RXVJM,Poojan Satyal,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,eSewa,577.5,20337,No,33,No,No,127.2,0,No,No,No,0,0,4452,24789
9584-EXCDZ,Ambika Khadgi,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mobile Banking,2115,34968,No,53,No,No,1253.4,16,No,No,Yes,0,0,21307.8,56275.8
5093-FEGLU,Shrijana Neupane,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mobile Banking,589.5,27646.5,No,21,Yes,Yes,1377,0,No,No,No,0,0,64719,92365.5
2621-UDNLU,Sajina Mahara,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,eSewa,625.5,2160,No,35,No,Yes,353.1,0,No,No,No,0,0,1059.3,3219.3
7526-IVLYU,Binay Bhandari,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,eSewa,589.5,2050.5,No,46,No,No,1067.7,0,No,No,No,0,0,3203.1,5253.6
2428-HYUNX,Poojan Gartola,Male,1,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),580.5,25417.5,No,74,No,Yes,56.7,0,No,No,No,0,0,2494.8,27912.3
9214-EKVXR,Sushila Gharti,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,eSewa,1320,1320,No,51,No,No,784.5,26,No,No,Yes,0,0,784.5,2104.5
